type,datum,NIS,kieskring,mandaten,"ingeschreven
kiezers",stembiljetten,blanco&ongeldig,lijstnr,lijst,"aantal
kandidaten",lijststemmen cat.1,lijststemmen cat.2,stemcijfer,verkiesbaarheidscijfer,verkregen zetels
CG,14/10/2018,33037,Zonnebeke,23,9699,9256,543,7,TEAM8980,23,577,4106,4683,4371,14
CG,14/10/2018,33037,Zonnebeke,23,9699,9256,543,8,INSAMENSPRAAK,23,347,1738,2085,1738,5
CG,14/10/2018,33037,Zonnebeke,23,9699,9256,543,9,Lijst Passendale,8,209,440,649,325,1
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,1,sp.a-voor Zottegem,29,661,3758,4419,3867,7
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,2,N-VA,29,1319,3427,4746,4219,8
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,3,CD&V,29,605,3661,4266,3733,7
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,4,Groen,29,737,1005,1742,1162,2
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,6,Open Vld,29,670,2735,3405,2838,5
CG,14/10/2018,41081,Zottegem,29,20996,19747,828,7,De Vrije Mening,1,215,126,341,,0
CG,14/10/2018,24130,Zoutleeuw,19,6795,6439,338,1,sp.a,19,125,720,845,564,2
CG,14/10/2018,24130,Zoutleeuw,19,6795,6439,338,2,N-VA,19,301,518,819,546,2
CG,14/10/2018,24130,Zoutleeuw,19,6795,6439,338,3,CD&V,19,205,2745,2950,2724,12
CG,14/10/2018,24130,Zoutleeuw,19,6795,6439,338,4,Groen,11,140,251,391,,0
CG,14/10/2018,24130,Zoutleeuw,19,6795,6439,338,6,Open Vld,19,117,979,1096,822,3
CG,14/10/2018,31042,Zuienkerke,11,2235,0,0,10,Lijst Burgemeester,11,0,0,0,0,11
CG,14/10/2018,44081,Zulte,25,12217,11682,484,2,N-VA,25,263,477,740,370,1
CG,14/10/2018,44081,Zulte,25,12217,11682,484,3,CD&V,25,263,2560,2823,2420,6
CG,14/10/2018,44081,Zulte,25,12217,11682,484,7,Open Zulte,25,861,5716,6577,6212,17
CG,14/10/2018,44081,Zulte,25,12217,11682,484,8,GVZ,25,196,862,1058,529,1
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,3,CD&V,19,152,1425,1577,1352,6
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,5,VLAAMS BELANG,7,166,299,465,233,1
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,7,ZVP,19,311,2319,2630,2428,12
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,8,burgerZU,19,36,277,313,,0
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,9,HATICE KÖR,1,13,45,58,,0
CG,14/10/2018,71067,Zutendaal,19,5520,5275,146,10,WARD,1,38,48,86,,0
CG,14/10/2018,45065,Zwalm,19,6468,6221,267,2,N-VA,19,338,476,814,543,2
CG,14/10/2018,45065,Zwalm,19,6468,6221,267,3,CD&V+,9,105,420,525,263,1
CG,14/10/2018,45065,Zwalm,19,6468,6221,267,6,Open Vld,19,436,1916,2352,2117,9
CG,14/10/2018,45065,Zwalm,19,6468,6221,267,7,voorZwalm,19,396,1520,1916,1677,7
CG,14/10/2018,45065,Zwalm,19,6468,6221,267,8,ZWALM2030!,5,104,243,347,,0
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,1,sp.a,27,485,1233,1718,1146,2
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,2,N-VA,27,1147,1805,2952,2460,5
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,3,CD&V,27,697,4173,4870,4329,8
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,4,Groen,27,892,1214,2106,1580,3
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,7,Lijst Burgemeester,27,1086,3414,4500,4000,8
CG,14/10/2018,34042,Zwevegem,27,19364,18319,1113,8,Zwevegem Vooruit,27,363,697,1060,530,1
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,1,sp.a,20,337,848,1185,790,2
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,2,N-VA,25,1167,2630,3797,3418,9
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,3,CD&V,25,241,1643,1884,1413,3
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,4,Groen,25,942,2770,3712,3300,8
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,5,VLAAMS BELANG,21,613,1053,1666,1250,3
CG,14/10/2018,11056,Zwijndrecht,25,14391,13318,412,6,Open Vld,25,181,481,662,,0
